ID,QUEUE_ID,CU,CPU_USAGE,MEM_USAGE,LAUNCHING_JOB_NUMS,RUNNING_JOB_NUMS,SUCCEED_JOB_NUMS,CANCELLED_JOB_NUMS,FAILED_JOB_NUMS,DOTTING_TIME,DISK_USAGE,QUEUE_TYPE_general,QUEUE_TYPE_spark,QUEUE_TYPE_sql
1557,2,16,2,51,0,0,0,0,0,2020-09-01 14:57:00,26,0,0,1
1557,2,16,2,51,0,0,0,0,0,2020-09-01 15:02:00,26,0,0,1
1557,2,16,2,51,0,0,0,0,0,2020-09-01 15:07:00,26,0,0,1
1557,2,16,2,52,0,0,0,0,0,2020-09-01 15:12:00,26,0,0,1
1557,2,16,8,51,0,0,0,0,0,2020-09-01 15:17:00,26,0,0,1
1558,85153,64,47,52,0,0,0,0,0,2021-01-07 12:20:00,20,1,0,0
1558,85153,64,61,60,0,0,0,0,0,2021-01-07 12:25:00,20,1,0,0
1558,85153,64,55,70,0,0,0,0,0,2021-01-07 12:30:00,20,1,0,0
1558,85153,64,40,79,0,0,0,0,0,2021-01-07 12:35:00,20,1,0,0
1558,85153,64,63,57,0,1,1,0,1,2021-01-07 12:40:00,20,1,0,0
1559,2,16,4,56,0,0,0,0,0,2020-09-15 12:18:00,26,0,0,1
1559,2,16,11,56,0,0,0,0,0,2020-09-15 12:23:00,26,0,0,1
1559,2,16,4,56,0,0,0,0,0,2020-09-15 12:28:00,26,0,0,1
1559,2,16,3,56,0,0,0,0,0,2020-09-15 12:33:00,26,0,0,1
1559,2,16,4,56,0,0,0,0,0,2020-09-15 12:38:00,26,0,0,1
1560,2,16,2,53,0,0,0,0,0,2020-09-14 15:03:00,26,0,0,1
1560,2,16,2,53,0,0,0,0,0,2020-09-14 15:08:00,26,0,0,1
1560,2,16,2,54,0,0,0,0,0,2020-09-14 15:13:00,26,0,0,1
1560,2,16,2,53,0,0,0,0,0,2020-09-14 15:18:00,26,0,0,1
1560,2,16,3,53,0,0,0,0,0,2020-09-14 15:23:00,26,0,0,1
1561,297,16,2,40,0,6,0,0,2,2023-01-19 03:51:00,9,0,0,1
1561,297,16,2,39,0,7,0,0,1,2023-01-19 03:56:00,9,0,0,1
1561,297,16,25,42,0,6,8,0,2,2023-01-19 04:01:00,9,0,0,1
1561,297,16,76,68,0,6,5,0,0,2023-01-19 04:06:00,9,0,0,1
1561,297,16,51,60,0,5,4,0,1,2023-01-19 04:11:00,9,0,0,1
1562,36,16,18,93,0,0,10,0,0,2020-06-22 20:47:00,20,1,0,0
1562,36,16,3,92,0,0,10,0,0,2020-06-22 20:52:00,20,1,0,0
1562,36,16,6,92,0,0,10,0,0,2020-06-22 20:57:00,20,1,0,0
1562,36,16,3,92,0,0,10,0,0,2020-06-22 21:02:00,20,1,0,0
1562,36,16,4,92,0,0,10,0,0,2020-06-22 21:07:00,20,1,0,0
1563,297,16,27,60,0,6,5,0,1,2023-08-22 08:29:00,9,0,0,1
1563,297,16,4,45,0,4,2,0,2,2023-08-22 08:34:00,9,0,0,1
1563,297,16,7,43,0,6,4,0,2,2023-08-22 08:39:00,9,0,0,1
1563,297,16,2,44,0,5,2,0,0,2023-08-22 08:44:00,9,0,0,1
1563,297,16,2,45,0,8,9,0,0,2023-08-22 08:49:00,9,0,0,1
1564,4,16,6,74,0,0,0,0,0,2020-08-13 21:27:00,20,1,0,0
1564,4,16,2,74,0,0,0,0,0,2020-08-13 21:32:00,20,1,0,0
1564,4,16,7,74,0,0,0,0,0,2020-08-13 21:37:00,20,1,0,0
1564,4,16,2,74,0,0,0,0,0,2020-08-13 21:42:00,20,1,0,0
1564,4,16,7,74,0,0,0,0,0,2020-08-13 21:47:00,20,1,0,0
1565,297,16,4,63,0,9,0,0,0,2022-08-20 16:38:00,9,0,0,1
1565,297,16,5,58,0,6,1,0,2,2022-08-20 16:43:00,9,0,0,1
1565,297,16,4,55,0,6,2,0,0,2022-08-20 16:48:00,9,0,0,1
1565,297,16,26,49,0,5,2,0,1,2022-08-20 16:53:00,9,0,0,1
1565,297,16,2,40,0,7,2,0,0,2022-08-20 16:58:00,9,0,0,1
1566,297,16,2,74,0,6,3,0,2,2023-02-16 09:39:00,9,0,0,1
1566,297,16,2,47,0,4,6,0,0,2023-02-16 09:44:00,9,0,0,1
1566,297,16,1,47,0,7,2,0,0,2023-02-16 09:49:00,9,0,0,1
1566,297,16,2,47,0,9,0,0,0,2023-02-16 09:54:00,9,0,0,1
1566,297,16,22,40,0,7,5,0,0,2023-02-16 09:59:00,9,0,0,1
1567,21671,256,34,71,0,1,1,1,0,2020-07-10 01:48:00,9,0,0,1
1567,21671,256,25,70,0,1,1,0,0,2020-07-10 01:53:00,9,0,0,1
1567,21671,256,35,70,0,1,47,0,0,2020-07-10 01:58:00,9,0,0,1
1567,21671,256,43,69,0,1,43,0,0,2020-07-10 02:03:00,9,0,0,1
1567,21671,256,7,67,12,1,4,2,0,2020-07-10 02:08:00,9,0,0,1
1568,4,16,2,78,0,0,0,0,0,2020-09-15 02:52:00,20,1,0,0
1568,4,16,2,78,0,0,0,0,0,2020-09-15 02:57:00,20,1,0,0
1568,4,16,4,78,0,0,0,0,0,2020-09-15 03:02:00,20,1,0,0
1568,4,16,3,78,0,0,0,0,0,2020-09-15 03:07:00,20,1,0,0
1568,4,16,5,78,0,0,0,0,0,2020-09-15 03:12:00,20,1,0,0
1569,4,16,4,78,0,0,0,0,0,2020-09-08 14:47:00,20,1,0,0
1569,4,16,2,78,0,0,0,0,0,2020-09-08 14:52:00,20,1,0,0
1569,4,16,3,78,0,0,0,0,0,2020-09-08 14:57:00,20,1,0,0
1569,4,16,4,78,0,0,0,0,0,2020-09-08 15:02:00,20,1,0,0
1569,4,16,4,78,0,0,0,0,0,2020-09-08 15:07:00,20,1,0,0
1570,27,512,0,21,0,0,0,0,0,2020-07-07 00:41:00,20,0,0,1
1570,27,512,0,21,0,0,0,0,0,2020-07-07 00:46:00,20,0,0,1
1570,27,512,0,21,0,0,0,0,0,2020-07-07 00:51:00,20,0,0,1
1570,27,512,1,21,0,0,0,0,0,2020-07-07 00:56:00,20,0,0,1
1570,27,512,1,21,0,0,0,0,0,2020-07-07 01:01:00,20,0,0,1
1571,297,16,70,74,0,6,2,0,0,2022-09-20 14:14:00,9,0,0,1
1571,297,16,39,64,0,4,5,0,2,2022-09-20 14:19:00,9,0,0,1
1571,297,16,73,64,0,5,2,0,1,2022-09-20 14:24:00,9,0,0,1
1571,297,16,8,64,0,3,2,0,2,2022-09-20 14:29:00,9,0,0,1
1571,297,16,4,58,0,4,0,0,2,2022-09-20 14:34:00,9,0,0,1
1572,2,16,3,49,0,0,0,0,0,2020-08-14 18:36:00,26,0,0,1
1572,2,16,4,49,0,0,0,0,0,2020-08-14 18:41:00,26,0,0,1
1572,2,16,2,49,0,0,0,0,0,2020-08-14 18:46:00,26,0,0,1
1572,2,16,3,49,0,0,0,0,0,2020-08-14 18:51:00,26,0,0,1
1572,2,16,2,49,0,0,0,0,0,2020-08-14 18:56:00,26,0,0,1
1573,291,1024,25,78,0,5,6,0,0,2020-09-07 19:44:00,26,0,0,1
1573,291,1024,91,83,0,5,0,0,0,2020-09-07 19:49:00,26,0,0,1
1573,291,1024,86,85,0,5,0,0,0,2020-09-07 19:54:00,26,0,0,1
1573,291,1024,82,85,0,4,5,0,0,2020-09-07 19:59:00,26,0,0,1
1573,291,1024,92,39,0,5,6,0,0,2020-09-07 20:04:00,26,0,0,1
1574,297,16,2,44,0,6,3,0,0,2022-12-14 07:00:00,9,0,0,1
1574,297,16,50,55,0,10,0,0,0,2022-12-14 07:05:00,9,0,0,1
1574,297,16,68,67,0,10,2,0,0,2022-12-14 07:10:00,9,0,0,1
1574,297,16,45,56,0,10,2,1,0,2022-12-14 07:15:00,9,0,0,1
1574,297,16,39,56,0,3,7,0,0,2022-12-14 07:20:00,9,0,0,1
1575,297,16,3,73,0,7,0,0,0,2022-02-23 21:15:00,8,0,0,1
1575,297,16,16,69,0,5,5,0,0,2022-02-23 21:20:00,8,0,0,1
1575,297,16,18,70,0,8,0,0,0,2022-02-23 21:25:00,8,0,0,1
1575,297,16,10,70,0,9,0,0,0,2022-02-23 21:30:00,8,0,0,1
1575,297,16,1,59,0,4,5,0,0,2022-02-23 21:35:00,8,0,0,1
1576,297,16,77,78,0,10,1,0,0,2023-08-11 16:10:00,9,0,0,1
1576,297,16,40,76,0,5,3,0,2,2023-08-11 16:15:00,9,0,0,1
1576,297,16,23,71,0,8,1,0,0,2023-08-11 16:20:00,9,0,0,1
1576,297,16,44,71,0,5,3,0,1,2023-08-11 16:25:00,9,0,0,1
1576,297,16,2,71,0,5,1,0,2,2023-08-11 16:30:00,9,0,0,1
1577,21487,64,12,46,0,1,2,0,0,2020-11-04 03:33:00,20,0,0,1
1577,21487,64,5,48,0,10,1,0,0,2020-11-04 03:38:00,20,0,0,1
1577,21487,64,4,45,0,10,3,0,0,2020-11-04 03:43:00,20,0,0,1
1577,21487,64,3,45,0,0,0,0,0,2020-11-04 03:48:00,20,0,0,1
1577,21487,64,4,45,0,0,0,0,0,2020-11-04 03:53:00,20,0,0,1
1578,297,16,72,70,0,6,3,0,2,2023-03-10 12:25:00,9,0,0,1
1578,297,16,10,68,0,8,0,0,1,2023-03-10 12:30:00,9,0,0,1
1578,297,16,20,38,0,5,3,0,1,2023-03-10 12:35:00,9,0,0,1
1578,297,16,7,35,0,3,5,0,0,2023-03-10 12:40:00,9,0,0,1
1578,297,16,6,34,0,5,1,0,2,2023-03-10 12:45:00,9,0,0,1
1579,297,16,24,51,0,5,2,0,1,2021-05-21 22:04:00,9,0,0,1
1579,297,16,72,76,0,6,1,0,1,2021-05-21 22:09:00,9,0,0,1
1579,297,16,8,76,0,0,6,0,0,2021-05-21 22:14:00,9,0,0,1
1579,297,16,4,70,0,4,2,0,0,2021-05-21 22:19:00,9,0,0,1
1579,297,16,4,61,0,3,3,0,0,2021-05-21 22:24:00,9,0,0,1
1580,297,16,7,68,0,6,2,0,2,2023-08-23 09:38:00,9,0,0,1
1580,297,16,4,65,0,7,1,0,1,2023-08-23 09:43:00,9,0,0,1
1580,297,16,2,60,0,5,2,0,2,2023-08-23 09:48:00,9,0,0,1
1580,297,16,5,53,0,7,1,0,1,2023-08-23 09:53:00,9,0,0,1
1580,297,16,25,57,0,6,7,0,3,2023-08-23 09:58:00,9,0,0,1
1581,297,16,85,76,0,8,1,0,1,2023-01-23 08:09:00,9,0,0,1
1581,297,16,49,71,0,7,4,0,0,2023-01-23 08:14:00,9,0,0,1
1581,297,16,23,68,0,6,3,0,2,2023-01-23 08:19:00,9,0,0,1
1581,297,16,34,67,0,8,1,0,1,2023-01-23 08:24:00,9,0,0,1
1581,297,16,2,67,0,6,9,0,1,2023-01-23 08:29:00,9,0,0,1
1582,4,16,2,75,0,0,0,0,0,2020-08-25 10:07:00,20,1,0,0
1582,4,16,3,75,0,0,0,0,0,2020-08-25 10:12:00,20,1,0,0
1582,4,16,4,75,0,0,0,0,0,2020-08-25 10:17:00,20,1,0,0
1582,4,16,8,75,0,0,0,0,0,2020-08-25 10:22:00,20,1,0,0
1582,4,16,3,75,0,0,0,0,0,2020-08-25 10:27:00,20,1,0,0
1583,297,16,75,83,0,6,2,0,0,2020-08-14 16:14:00,8,0,0,1
1583,297,16,53,83,0,2,10,0,2,2020-08-14 16:19:00,8,0,0,1
1583,297,16,1,81,0,2,4,0,0,2020-08-14 16:24:00,8,0,0,1
1583,297,16,6,76,0,2,8,0,3,2020-08-14 16:29:00,8,0,0,1
1583,297,16,2,71,0,2,5,0,0,2020-08-14 16:34:00,8,0,0,1
1584,297,16,2,53,0,5,4,0,0,2021-08-22 04:45:00,9,0,0,1
1584,297,16,3,50,0,2,6,0,0,2021-08-22 04:50:00,9,0,0,1
1584,297,16,13,52,0,6,1,0,0,2021-08-22 04:55:00,9,0,0,1
1584,297,16,49,63,0,9,1,0,0,2021-08-22 05:00:00,9,0,0,1
1584,297,16,92,83,0,3,3,0,3,2021-08-22 05:05:00,9,0,0,1
1585,297,16,1,48,0,2,7,0,0,2021-08-31 14:45:00,9,0,0,1
1585,297,16,3,48,0,7,2,0,0,2021-08-31 14:50:00,9,0,0,1
1585,297,16,2,48,0,7,0,0,0,2021-08-31 14:55:00,9,0,0,1
1585,297,16,44,56,0,9,1,0,0,2021-08-31 15:00:00,9,0,0,1
1585,297,16,91,76,0,7,3,0,0,2021-08-31 15:05:00,9,0,0,1
1586,4,16,4,75,0,0,0,0,0,2020-08-20 07:52:00,20,1,0,0
1586,4,16,3,75,0,0,0,0,0,2020-08-20 07:57:00,20,1,0,0
1586,4,16,3,75,0,0,0,0,0,2020-08-20 08:02:00,20,1,0,0
1586,4,16,2,75,0,0,0,0,0,2020-08-20 08:07:00,20,1,0,0
1586,4,16,2,75,0,0,0,0,0,2020-08-20 08:12:00,20,1,0,0
1587,297,16,81,61,0,6,3,0,0,2021-11-28 20:09:00,9,0,0,1
1587,297,16,2,61,0,0,7,0,0,2021-11-28 20:14:00,9,0,0,1
1587,297,16,22,55,0,7,3,0,0,2021-11-28 20:19:00,9,0,0,1
1587,297,16,27,57,0,5,4,0,1,2021-11-28 20:24:00,9,0,0,1
1587,297,16,1,57,0,10,0,0,0,2021-11-28 20:29:00,9,0,0,1
1588,83609,16,2,29,0,0,0,0,0,2020-08-25 08:38:00,26,0,0,1
1588,83609,16,2,29,0,0,0,0,0,2020-08-25 08:43:00,26,0,0,1
1588,83609,16,3,29,0,0,0,0,0,2020-08-25 08:48:00,26,0,0,1
1588,83609,16,2,29,0,0,0,0,0,2020-08-25 08:53:00,26,0,0,1
1588,83609,16,1,29,0,0,0,0,0,2020-08-25 08:58:00,26,0,0,1
1589,26,1024,0,20,0,0,0,0,0,2020-07-10 21:27:00,20,0,0,1
1589,26,1024,0,20,0,0,0,0,0,2020-07-10 21:32:00,20,0,0,1
1589,26,1024,0,20,0,0,0,0,0,2020-07-10 21:37:00,20,0,0,1
1589,26,1024,0,20,0,0,0,0,0,2020-07-10 21:42:00,20,0,0,1
1589,26,1024,1,20,0,0,0,0,0,2020-07-10 21:47:00,20,0,0,1
1590,297,16,64,47,0,5,3,0,0,2022-04-23 23:14:00,9,0,0,1
1590,297,16,2,47,0,7,3,0,0,2022-04-23 23:19:00,9,0,0,1
1590,297,16,36,50,0,7,3,0,0,2022-04-23 23:24:00,9,0,0,1
1590,297,16,2,49,0,0,8,0,0,2022-04-23 23:29:00,9,0,0,1
1590,297,16,2,38,0,5,1,0,1,2022-04-23 23:34:00,9,0,0,1
1591,4,16,3,78,0,0,0,0,0,2020-09-08 03:02:00,20,1,0,0
1591,4,16,5,78,0,0,0,0,0,2020-09-08 03:07:00,20,1,0,0
1591,4,16,3,78,0,0,0,0,0,2020-09-08 03:12:00,20,1,0,0
1591,4,16,3,78,0,0,0,0,0,2020-09-08 03:17:00,20,1,0,0
1591,4,16,3,78,0,0,0,0,0,2020-09-08 03:22:00,20,1,0,0
1592,85153,64,59,99,0,0,0,0,0,2021-09-16 04:33:00,20,1,0,0
1592,85153,64,87,99,0,0,0,0,0,2021-09-16 04:38:00,20,1,0,0
1592,85153,64,30,65,0,1,1,0,2,2021-09-16 04:43:00,20,1,0,0
1592,85153,64,34,37,0,0,0,0,0,2021-09-16 04:48:00,20,1,0,0
1592,85153,64,85,57,0,0,0,0,0,2021-09-16 04:53:00,20,1,0,0
1593,291,1024,0,3,0,0,0,0,0,2020-09-15 15:47:00,29,0,0,1
1593,291,1024,0,3,0,0,0,0,0,2020-09-15 15:52:00,29,0,0,1
1593,291,1024,0,3,0,0,0,0,0,2020-09-15 15:57:00,29,0,0,1
1593,291,1024,0,3,0,0,0,0,0,2020-09-15 16:02:00,29,0,0,1
1593,291,1024,0,3,0,0,0,0,0,2020-09-15 16:07:00,29,0,0,1
1594,21487,64,1,70,0,3,1,0,0,2021-03-25 03:22:00,29,0,0,1
1594,21487,64,1,70,0,0,0,0,0,2021-03-25 03:27:00,29,0,0,1
1594,21487,64,1,69,0,7,3,0,0,2021-03-25 03:32:00,29,0,0,1
1594,21487,64,1,68,0,2,1,0,0,2021-03-25 03:37:00,29,0,0,1
1594,21487,64,1,68,0,0,0,0,0,2021-03-25 03:42:00,29,0,0,1
1595,297,16,8,37,0,4,5,0,0,2021-12-14 13:02:00,9,0,0,1
1595,297,16,90,69,0,4,4,0,0,2021-12-14 13:07:00,9,0,0,1
1595,297,16,81,76,0,5,2,0,0,2021-12-14 13:12:00,9,0,0,1
1595,297,16,72,75,0,8,1,0,0,2021-12-14 13:17:00,9,0,0,1
1595,297,16,81,74,0,3,3,0,0,2021-12-14 13:22:00,9,0,0,1
1596,21487,64,42,73,0,14,69,0,3,2021-07-10 04:58:00,29,0,0,1
1596,21487,64,39,73,0,30,94,1,2,2021-07-10 05:03:00,29,0,0,1
1596,21487,64,11,78,0,17,88,0,0,2021-07-10 05:08:00,29,0,0,1
1596,21487,64,20,79,0,34,73,0,0,2021-07-10 05:13:00,29,0,0,1
1596,21487,64,11,75,0,1,11,0,0,2021-07-10 05:18:00,29,0,0,1
1597,297,16,6,66,0,0,6,0,0,2021-04-27 20:16:00,9,0,0,1
1597,297,16,6,55,0,4,2,0,0,2021-04-27 20:21:00,8,0,0,1
1597,297,16,5,47,0,6,0,0,0,2021-04-27 20:26:00,8,0,0,1
1597,297,16,2,47,0,0,6,0,0,2021-04-27 20:31:00,8,0,0,1
1597,297,16,5,47,0,5,1,0,0,2021-04-27 20:36:00,8,0,0,1
1598,21487,64,5,49,0,6,8,0,0,2021-11-20 15:49:00,29,0,0,1
1598,21487,64,0,49,0,3,5,0,1,2021-11-20 15:54:00,29,0,0,1
1598,21487,64,1,49,0,0,0,0,0,2021-11-20 15:59:00,29,0,0,1
1598,21487,64,1,49,0,0,0,0,0,2021-11-20 16:04:00,29,0,0,1
1598,21487,64,2,49,0,3,63,0,1,2021-11-20 16:09:00,29,0,0,1
1599,297,16,70,61,0,6,6,0,0,2022-04-20 16:14:00,9,0,0,1
1599,297,16,15,55,0,8,2,0,0,2022-04-20 16:19:00,9,0,0,1
1599,297,16,64,55,0,3,3,0,0,2022-04-20 16:24:00,9,0,0,1
1599,297,16,3,55,0,6,2,0,0,2022-04-20 16:29:00,9,0,0,1
1599,297,16,6,47,0,4,3,0,0,2022-04-20 16:34:00,9,0,0,1
1600,85693,16,65,73,0,1,2,0,2,2020-09-12 08:01:00,29,1,0,0
1600,85693,16,66,69,0,0,0,0,0,2020-09-12 08:06:00,29,1,0,0
1600,85693,16,63,83,0,1,2,0,1,2020-09-12 08:11:00,29,1,0,0
1600,85693,16,2,37,0,0,0,0,0,2020-09-12 08:16:00,29,1,0,0
1600,85693,16,1,38,0,0,0,0,0,2020-09-12 08:21:00,29,1,0,0
1601,85153,64,26,26,0,5,2,0,0,2020-11-11 21:39:00,20,1,0,0
1601,85153,64,15,18,0,1,2,0,0,2020-11-11 21:44:00,20,1,0,0
1601,85153,64,6,41,0,0,0,0,0,2020-11-11 21:49:00,20,1,0,0
1601,85153,64,12,26,0,5,3,0,0,2020-11-11 21:54:00,20,1,0,0
1601,85153,64,31,28,0,1,1,0,1,2020-11-11 21:59:00,20,1,0,0
1602,85153,64,70,99,0,0,0,0,0,2020-12-03 06:55:00,20,1,0,0
1602,85153,64,84,96,0,0,0,0,0,2020-12-03 07:00:00,20,1,0,0
1602,85153,64,27,64,10,1,1,1,0,2020-12-03 07:05:00,20,1,0,0
1602,85153,64,5,26,0,0,0,0,0,2020-12-03 07:10:00,20,1,0,0
1602,85153,64,7,30,0,0,0,0,0,2020-12-03 07:15:00,20,1,0,0
1603,297,16,9,53,0,2,5,0,0,2021-12-21 21:47:00,9,0,0,1
1603,297,16,2,53,0,3,3,0,0,2021-12-21 21:52:00,9,0,0,1
1603,297,16,20,60,0,2,4,0,2,2021-12-21 21:57:00,9,0,0,1
1603,297,16,62,64,0,7,1,0,1,2021-12-21 22:02:00,9,0,0,1
1603,297,16,42,66,0,6,4,0,0,2021-12-21 22:07:00,9,0,0,1
1604,85153,64,94,69,0,0,0,0,0,2021-09-04 03:59:00,20,1,0,0
1604,85153,64,72,94,0,0,0,0,0,2021-09-04 04:04:00,20,1,0,0
1604,85153,64,90,99,0,0,0,0,0,2021-09-04 04:09:00,20,1,0,0
1604,85153,64,63,99,0,0,0,0,0,2021-09-04 04:14:00,20,1,0,0
1604,85153,64,98,99,0,0,0,0,0,2021-09-04 04:19:00,20,1,0,0
1605,297,16,2,61,0,8,0,0,1,2023-10-30 09:43:00,9,0,0,1
1605,297,16,2,54,0,7,3,0,2,2023-10-30 09:48:00,9,0,0,1
1605,297,16,1,52,0,7,0,0,2,2023-10-30 09:53:00,9,0,0,1
1605,297,16,15,45,0,11,6,0,1,2023-10-30 09:58:00,9,0,0,1
1605,297,16,84,74,0,10,1,0,1,2023-10-30 10:03:00,9,0,0,1
1606,4,16,3,76,0,0,0,0,0,2020-08-30 20:36:00,20,1,0,0
1606,4,16,2,76,0,0,0,0,0,2020-08-30 20:41:00,20,1,0,0
1606,4,16,2,76,0,0,0,0,0,2020-08-30 20:46:00,20,1,0,0
1606,4,16,2,76,0,0,0,0,0,2020-08-30 20:51:00,20,1,0,0
1606,4,16,5,76,0,0,0,0,0,2020-08-30 20:56:00,20,1,0,0
1607,297,16,2,50,0,7,0,0,1,2022-07-24 08:52:00,9,0,0,1
1607,297,16,2,47,0,6,2,0,0,2022-07-24 08:57:00,9,0,0,1
1607,297,16,37,47,0,7,4,0,1,2022-07-24 09:02:00,9,0,0,1
1607,297,16,95,70,0,8,2,0,0,2022-07-24 09:07:00,9,0,0,1
1607,297,16,73,63,0,7,2,0,1,2022-07-24 09:12:00,9,0,0,1
1608,85153,64,6,37,0,0,0,0,0,2021-03-29 10:43:00,20,1,0,0
1608,85153,64,6,40,0,0,0,0,0,2021-03-29 10:48:00,20,1,0,0
1608,85153,64,4,41,0,0,0,0,0,2021-03-29 10:53:00,20,1,0,0
1608,85153,64,4,41,0,0,0,0,0,2021-03-29 10:58:00,20,1,0,0
1608,85153,64,1,41,0,0,0,0,0,2021-03-29 11:03:00,20,1,0,0
1609,297,16,60,73,0,2,9,0,0,2020-11-20 06:24:00,9,0,0,1
1609,297,16,2,69,0,5,4,0,0,2020-11-20 06:29:00,9,0,0,1
1609,297,16,2,66,0,7,3,0,0,2020-11-20 06:34:00,9,0,0,1
1609,297,16,2,61,0,0,9,0,0,2020-11-20 06:39:00,9,0,0,1
1609,297,16,2,54,0,6,3,0,0,2020-11-20 06:44:00,9,0,0,1
1610,297,16,84,71,0,5,5,0,0,2021-02-07 04:14:00,9,0,0,1
1610,297,16,88,76,0,4,4,0,0,2021-02-07 04:19:00,9,0,0,1
1610,297,16,53,70,0,7,2,0,0,2021-02-07 04:24:00,9,0,0,1
1610,297,16,2,64,0,1,8,0,0,2021-02-07 04:29:00,9,0,0,1
1610,297,16,2,46,0,7,3,0,0,2021-02-07 04:34:00,9,0,0,1
1611,81221,16,4,39,2,1,1,0,0,2020-08-01 07:39:00,19,1,0,0
1611,81221,16,8,39,2,1,1,0,0,2020-08-01 07:44:00,19,1,0,0
1611,81221,16,7,39,2,10,3,0,0,2020-08-01 07:49:00,19,1,0,0
1611,81221,16,3,39,2,8,98,0,0,2020-08-01 07:54:00,19,1,0,0
1611,81221,16,4,39,2,1,59,0,1,2020-08-01 07:59:00,19,1,0,0
1612,3,16,4,92,0,0,0,0,0,2020-08-15 15:03:00,20,0,0,1
1612,3,16,3,92,0,0,0,0,0,2020-08-15 15:08:00,20,0,0,1
1612,3,16,3,92,0,0,0,0,0,2020-08-15 15:13:00,20,0,0,1
1612,3,16,3,92,0,0,0,0,0,2020-08-15 15:18:00,20,0,0,1
1612,3,16,3,92,0,0,0,0,0,2020-08-15 15:23:00,20,0,0,1
1613,85153,64,70,99,0,0,0,0,0,2020-10-20 11:23:00,20,1,0,0
1613,85153,64,89,99,0,0,0,0,0,2020-10-20 11:28:00,20,1,0,0
1613,85153,64,20,41,0,1,1,0,0,2020-10-20 11:33:00,20,1,0,0
1613,85153,64,31,31,0,0,0,0,0,2020-10-20 11:38:00,20,1,0,0
1613,85153,64,52,50,0,0,0,0,0,2020-10-20 11:43:00,20,1,0,0
1614,293,960,0,55,0,1,0,0,0,2020-09-05 20:09:00,26,0,0,1
1614,293,960,0,55,0,1,4,0,0,2020-09-05 20:14:00,26,0,0,1
1614,293,960,0,55,0,1,6,0,0,2020-09-05 20:19:00,26,0,0,1
1614,293,960,0,55,0,1,0,0,0,2020-09-05 20:24:00,26,0,0,1
1614,293,960,0,55,0,1,4,0,0,2020-09-05 20:29:00,26,0,0,1
1615,85153,64,55,53,0,0,0,0,0,2021-05-04 22:11:00,20,1,0,0
1615,85153,64,86,78,0,0,0,0,0,2021-05-04 22:16:00,20,1,0,0
1615,85153,64,66,88,0,0,0,0,0,2021-05-04 22:21:00,20,1,0,0
1615,85153,64,83,96,0,0,0,0,0,2021-05-04 22:26:00,20,1,0,0
1615,85153,64,95,99,0,0,0,0,0,2021-05-04 22:31:00,20,1,0,0
1616,21487,64,5,53,0,0,0,0,0,2020-08-17 13:28:00,20,0,0,1
1616,21487,64,5,53,0,3,10,0,0,2020-08-17 13:33:00,20,0,0,1
1616,21487,64,13,53,0,2,20,0,0,2020-08-17 13:38:00,20,0,0,1
1616,21487,64,10,52,0,2,4,0,0,2020-08-17 13:43:00,20,0,0,1
1616,21487,64,6,53,0,0,0,0,0,2020-08-17 13:48:00,20,0,0,1
1617,297,16,52,67,0,6,6,0,0,2022-08-07 02:35:00,9,0,0,1
1617,297,16,2,66,0,6,3,0,0,2022-08-07 02:40:00,9,0,0,1
1617,297,16,22,60,0,7,2,0,0,2022-08-07 02:45:00,9,0,0,1
1617,297,16,9,57,0,7,0,0,2,2022-08-07 02:50:00,9,0,0,1
1617,297,16,3,56,0,9,2,0,0,2022-08-07 02:55:00,9,0,0,1
1618,85153,64,92,99,0,0,0,0,0,2021-06-23 23:16:00,20,1,0,0
1618,85153,64,83,99,0,0,0,0,0,2021-06-23 23:21:00,20,1,0,0
1618,85153,64,97,99,0,0,0,0,0,2021-06-23 23:26:00,20,1,0,0
1618,85153,64,99,94,0,0,0,0,0,2021-06-23 23:31:00,20,1,0,0
1618,85153,64,97,90,0,0,0,0,0,2021-06-23 23:36:00,20,1,0,0
1619,4,16,8,79,0,0,0,0,0,2020-09-17 20:32:00,20,1,0,0
1619,4,16,3,79,0,0,0,0,0,2020-09-17 20:37:00,20,1,0,0
1619,4,16,5,79,0,0,0,0,0,2020-09-17 20:42:00,20,1,0,0
1619,4,16,3,79,0,0,0,0,0,2020-09-17 20:47:00,20,1,0,0
1619,4,16,4,79,0,0,0,0,0,2020-09-17 20:52:00,20,1,0,0
1620,4,16,3,80,0,0,0,0,0,2020-09-18 02:03:00,20,1,0,0
1620,4,16,11,80,0,0,0,0,0,2020-09-18 02:08:00,20,1,0,0
1620,4,16,3,80,0,0,0,0,0,2020-09-18 02:13:00,20,1,0,0
1620,4,16,3,80,0,0,0,0,0,2020-09-18 02:18:00,20,1,0,0
1620,4,16,3,80,0,0,0,0,0,2020-09-18 02:23:00,20,1,0,0
1621,297,16,95,66,0,10,2,0,0,2022-09-13 06:16:00,9,0,0,1
1621,297,16,83,67,0,9,3,0,1,2022-09-13 06:21:00,9,0,0,1
1621,297,16,83,65,0,6,5,0,1,2022-09-13 06:26:00,9,0,0,1
1621,297,16,2,61,0,7,5,0,1,2022-09-13 06:31:00,9,0,0,1
1621,297,16,65,60,0,8,2,0,2,2022-09-13 06:36:00,9,0,0,1
1622,281,64,1,9,0,0,0,0,0,2020-09-15 07:12:00,29,1,0,0
